======================================================================
DQN Agent Evaluation Results
======================================================================
Generated: 2025-12-01 14:00:13
======================================================================

SUMMARY STATISTICS
----------------------------------------------------------------------
Games Played: 20000
Wins: 4373
Win Rate: 21.87%
Evaluation Runtime: 2749.12 seconds (45.82 minutes)

SCORE STATISTICS
----------------------------------------------------------------------
Average Score: 894.80
Std Dev: 495.46
Min Score: -89.00
Max Score: 2012.00
Median Score: 872.00

EPISODE LENGTH STATISTICS
----------------------------------------------------------------------
Average Length: 594.71 moves
Min Length: 76 moves
Max Length: 2998 moves
Median Length: 598 moves

INDIVIDUAL GAME RESULTS
----------------------------------------------------------------------
Game   Win    Score      Length    
947    No     679.00     693       
948    No     666.00     310       
949    No     1080.00    509       
950    Yes    1574.00    886       
951    No     443.00     319       
952    No     1254.00    856       
953    Yes    1553.00    949       
954    No     612.00     654       
955    No     387.00     217       
956    No     856.00     460       
957    No     922.00     772       
958    No     134.00     226       
959    No     68.00      124       
960    No     1121.00    806       
961    No     780.00     448       
962    No     948.00     844       
963    No     66.00      220       
964    No     904.00     796       
965    No     924.00     468       
966    No     1318.00    664       
967    No     854.00     1098      
968    No     20.00      88        
969    No     914.00     736       
970    No     884.00     437       
971    No     663.00     981       
972    No     839.00     452       
973    No     743.00     711       
974    No     861.00     686       
975    No     774.00     648       
976    Yes    1540.00    988       
977    No     727.00     759       
978    No     813.00     590       
979    No     918.00     604       
980    No     727.00     428       
981    No     82.00      142       
982    No     288.00     214       
983    No     931.00     927       
984    No     1118.00    574       
985    Yes    1764.00    916       
986    Yes    1553.00    949       
987    No     1086.00    700       
